Student_ID,Name,Age,Class,Math,Science,English,Attendance,City,History,Computer,Total,Percentage,Grade
150.0,Arjun,16.0,12th,98.0,60.0,86.0,98.0,Pune,73.0,40.0,357.0,71.4,C
151.0,Atharv,16.0,11th,59.0,0.0,48.0,58.0,Pune,72.0,86.0,265.0,53.0,D
754.1878787878788,Krishna,17.0,12th,63.0,59.0,79.0,53.0,Mumbai,87.0,44.0,332.0,66.4,C
153.0,,17.0,10th,89.0,78.0,71.0,56.0,Delhi,94.0,59.0,391.0,78.2,B
154.0,Aarav,17.0,12th,61.0,61.0,0.0,72.0,Hyderabad,62.0,50.0,234.0,46.8,D
155.0,Ira,15.0,11th,68.0,43.0,67.0,51.0,Hyderabad,63.0,81.0,322.0,64.4,C
156.0,Rudra,15.0,10th,61.0,52.0,72.0,98.0,Mumbai,76.0,41.0,302.0,60.4,C
157.0,Aanya,15.0,11th,83.0,84.0,43.0,73.0,Bangalore,74.0,42.0,326.0,65.2,C
158.0,Ananya,15.0,12th,48.0,81.0,85.0,89.0,Hyderabad,83.0,62.0,359.0,71.8,C
159.0,Krishna,16.0,11th,76.0,89.0,96.0,80.0,Hyderabad,79.0,94.0,434.0,86.8,B
160.0,Prisha,16.0,11th,49.0,88.0,73.0,96.0,Chennai,61.0,51.0,322.0,64.4,C
161.0,Sara,16.0,9th,75.0,59.0,87.0,80.0,Delhi,66.0,59.0,346.0,69.2,C
162.0,Sara,14.0,12th,76.0,91.0,42.0,96.0,Bangalore,74.0,44.0,327.0,65.4,C
163.0,,17.0,12th,67.0,52.0,65.0,74.31983805668017,Pune,40.0,76.0,300.0,60.0,C
164.0,,15.0,11th,67.0,56.0,47.0,97.0,,74.0,77.0,321.0,64.2,C
165.0,Ishaan,15.0,9th,81.0,93.0,45.0,74.31983805668017,Bangalore,76.0,69.0,364.0,72.8,C
166.0,Vivaan,16.0,12th,82.0,75.0,55.0,83.0,Hyderabad,86.0,48.0,346.0,69.2,C
167.0,Aditya,15.0,10th,60.0,72.0,63.0,73.0,Chennai,53.0,73.0,321.0,64.2,C
168.0,Sara,15.0,11th,63.0,40.0,87.0,98.0,Delhi,42.0,92.0,324.0,64.8,C
169.0,Reyansh,17.0,12th,81.0,54.0,0.0,75.0,Hyderabad,40.0,83.0,258.0,51.6,D
170.0,Sara,15.493935309973045,10th,0.0,52.0,69.0,65.0,Bangalore,44.0,74.0,239.0,47.8,D
171.0,Sara,17.0,,79.0,56.0,84.0,96.0,Delhi,65.0,91.0,375.0,75.0,B
172.0,Sara,14.0,10th,41.0,63.0,52.0,62.0,Pune,94.0,97.0,347.0,69.4,C
173.0,Vivaan,14.0,11th,94.0,97.0,44.0,64.0,Delhi,53.0,61.0,349.0,69.8,C
174.0,Vivaan,14.0,12th,47.0,47.0,64.0,76.0,Hyderabad,78.0,83.0,319.0,63.8,C
175.0,Reyansh,16.0,12th,87.0,89.0,59.0,53.0,Delhi,66.0,63.0,364.0,72.8,C
176.0,Aarav,15.0,9th,66.0,66.0,93.0,65.0,Pune,48.0,56.0,329.0,65.8,C
754.1878787878788,Aarav,16.0,11th,61.0,84.0,57.0,79.0,Chennai,54.0,49.0,305.0,61.0,C
178.0,Ira,16.0,10th,76.0,62.0,86.0,93.0,Chennai,54.0,69.0,347.0,69.4,C
179.0,Vivaan,15.0,12th,66.0,85.0,57.0,79.0,Hyderabad,65.0,95.0,368.0,73.6,C
180.0,Aanya,17.0,12th,96.0,47.0,41.0,85.0,Bangalore,81.0,98.0,363.0,72.6,C
181.0,Arjun,14.0,10th,68.0,47.0,49.0,52.0,Hyderabad,99.0,85.0,348.0,69.6,C
182.0,Kabir,17.0,,42.0,98.0,94.0,71.0,Chennai,52.0,62.0,348.0,69.6,C
183.0,Diya,14.0,9th,83.0,65.0,84.0,98.0,,90.0,71.0,393.0,78.6,B
184.0,Sara,16.0,9th,52.0,86.0,89.0,71.0,Mumbai,71.0,56.0,354.0,70.8,C
185.0,Arjun,14.0,12th,84.0,98.0,86.0,99.0,Delhi,78.0,89.0,435.0,87.0,B
186.0,Reyansh,16.0,10th,49.0,52.0,51.0,99.0,Pune,88.0,90.0,330.0,66.0,C
187.0,Prisha,17.0,12th,75.0,78.0,86.0,98.0,Delhi,91.0,56.0,386.0,77.2,B
188.0,Vivaan,16.0,10th,48.0,76.0,52.0,61.0,Mumbai,71.0,53.0,300.0,60.0,C
189.0,Arjun,17.0,9th,93.0,88.0,89.0,74.31983805668017,Chennai,43.0,48.0,361.0,72.2,C
190.0,Diya,15.0,11th,95.0,67.0,86.0,53.0,,69.0,79.0,396.0,79.2,B
191.0,Siya,15.0,10th,94.0,64.0,96.0,80.0,Hyderabad,76.0,41.0,371.0,74.2,C
192.0,Siya,15.0,9th,66.0,55.0,94.0,93.0,Pune,62.0,84.0,361.0,72.2,C
193.0,Aarav,16.0,12th,73.0,0.0,50.0,80.0,Hyderabad,78.0,64.0,265.0,53.0,D
194.0,Krishna,15.0,10th,90.0,41.0,58.0,72.0,Pune,84.0,78.0,351.0,70.2,C
195.0,Arjun,14.0,11th,40.0,93.0,74.0,69.0,Chennai,54.0,48.0,309.0,61.8,C
196.0,Siya,17.0,,71.0,57.0,78.0,64.0,Delhi,82.0,93.0,381.0,76.2,B
197.0,Aditya,17.0,,64.0,56.0,92.0,72.0,Pune,68.0,61.0,341.0,68.2,C
198.0,Prisha,14.0,9th,68.0,69.0,65.0,77.0,Hyderabad,75.0,82.0,359.0,71.8,C
199.0,Kabir,16.0,10th,46.0,78.0,85.0,65.0,Delhi,52.0,85.0,346.0,69.2,C
200.0,Ira,16.0,12th,88.0,52.0,53.0,86.0,Delhi,71.0,43.0,307.0,61.4,C
201.0,Aditya,17.0,11th,0.0,71.0,93.0,70.0,Hyderabad,46.0,65.0,275.0,55.0,D
202.0,Ira,15.0,10th,59.0,89.0,84.0,64.0,Mumbai,98.0,97.0,427.0,85.4,B
203.0,Prisha,16.0,11th,59.0,68.0,83.0,66.0,Pune,90.0,68.0,368.0,73.6,C
204.0,Ishaan,16.0,12th,92.0,85.0,63.0,99.0,Hyderabad,61.0,84.0,385.0,77.0,B
205.0,Prisha,14.0,11th,69.0,69.0,80.0,86.0,Chennai,67.0,73.0,358.0,71.6,C
206.0,Krishna,14.0,9th,74.0,57.0,40.0,62.0,Bangalore,41.0,62.0,274.0,54.8,D
207.0,Aarav,15.0,11th,74.0,52.0,90.0,68.0,Hyderabad,81.0,76.0,373.0,74.6,C
208.0,Atharv,16.0,10th,88.0,82.0,82.0,79.0,Delhi,84.0,50.0,386.0,77.2,B
209.0,Ishaan,16.0,11th,78.0,60.0,94.0,94.0,Delhi,96.0,45.0,373.0,74.6,C
210.0,Anika,14.0,11th,66.0,69.0,61.0,67.0,Hyderabad,92.0,57.0,345.0,69.0,C
211.0,Atharv,16.0,9th,65.0,60.0,62.0,63.0,Bangalore,45.0,60.0,292.0,58.4,D
212.0,Aarav,17.0,11th,53.0,87.0,95.0,85.0,Hyderabad,67.0,81.0,383.0,76.6,B
213.0,Diya,14.0,11th,56.0,94.0,93.0,85.0,Bangalore,67.0,75.0,385.0,77.0,B
214.0,Anika,15.0,12th,57.0,56.0,58.0,69.0,Bangalore,83.0,80.0,334.0,66.8,C
215.0,Rudra,14.0,12th,84.0,79.0,57.0,68.0,Chennai,83.0,77.0,380.0,76.0,B
216.0,Aditya,16.0,10th,91.0,58.0,51.0,94.0,Pune,59.0,73.0,332.0,66.4,C
217.0,Ishaan,15.0,12th,68.0,91.0,94.0,93.0,Delhi,69.0,56.0,378.0,75.6,B
218.0,Siya,14.0,12th,59.0,54.0,67.0,56.0,Delhi,50.0,76.0,306.0,61.2,C
219.0,Siya,17.0,12th,92.0,48.0,67.0,93.0,Bangalore,97.0,64.0,368.0,73.6,C
220.0,Prisha,17.0,12th,66.0,91.0,99.0,53.0,Delhi,94.0,77.0,427.0,85.4,B
221.0,Sara,14.0,9th,57.0,49.0,98.0,83.0,Mumbai,67.0,97.0,368.0,73.6,C
222.0,Vivaan,17.0,12th,43.0,83.0,72.0,51.0,Bangalore,64.0,51.0,313.0,62.6,C
223.0,Aarav,17.0,9th,40.0,70.0,58.0,54.0,Delhi,78.0,62.0,308.0,61.6,C
224.0,Siya,17.0,9th,89.0,92.0,67.0,59.0,Mumbai,72.0,92.0,412.0,82.4,B
225.0,Aanya,15.0,12th,40.0,62.0,98.0,81.0,Chennai,40.0,81.0,321.0,64.2,C
226.0,Reyansh,17.0,11th,97.0,91.0,91.0,91.0,Delhi,96.0,61.0,436.0,87.2,B
227.0,Reyansh,17.0,9th,65.0,69.0,88.0,90.0,Mumbai,66.0,60.0,348.0,69.6,C
228.0,Krishna,17.0,11th,84.0,72.0,76.0,62.0,Hyderabad,96.0,66.0,394.0,78.8,B
229.0,Krishna,15.0,11th,59.0,96.0,65.0,88.0,Pune,91.0,96.0,407.0,81.4,B
230.0,Aditya,14.0,12th,91.0,91.0,74.0,54.0,Hyderabad,52.0,70.0,378.0,75.6,B
231.0,Ira,16.0,10th,62.0,48.0,0.0,59.0,Mumbai,80.0,45.0,235.0,47.0,D
232.0,Siya,17.0,12th,49.0,93.0,74.0,59.0,Bangalore,42.0,66.0,324.0,64.8,C
233.0,Siya,14.0,10th,98.0,86.0,79.0,87.0,Bangalore,78.0,79.0,420.0,84.0,B
234.0,Aditya,17.0,10th,50.0,40.0,55.0,76.0,Delhi,45.0,73.0,263.0,52.6,D
235.0,Prisha,15.0,12th,80.0,83.0,77.0,70.0,Hyderabad,47.0,51.0,338.0,67.6,C
236.0,Aarav,15.493935309973045,12th,80.0,74.0,0.0,57.0,Bangalore,66.0,84.0,304.0,60.8,C
237.0,Prisha,15.0,10th,44.0,50.0,62.0,50.0,Bangalore,48.0,96.0,300.0,60.0,C
238.0,Diya,17.0,12th,97.0,73.0,99.0,77.0,Hyderabad,76.0,92.0,437.0,87.4,B
239.0,Sara,17.0,10th,40.0,55.0,93.0,98.0,Chennai,72.0,46.0,306.0,61.2,C
240.0,Atharv,15.0,11th,56.0,48.0,61.0,88.0,Bangalore,90.0,49.0,304.0,60.8,C
241.0,Kabir,16.0,12th,61.0,71.0,55.0,63.0,Pune,81.0,84.0,352.0,70.4,C
242.0,Arjun,15.0,11th,73.0,54.0,67.0,70.0,Mumbai,83.0,56.0,333.0,66.6,C
243.0,Atharv,17.0,9th,95.0,51.0,87.0,79.0,Delhi,63.0,65.0,361.0,72.2,C
244.0,Prisha,15.0,11th,84.0,72.0,74.0,70.0,Bangalore,54.0,60.0,344.0,68.8,C
245.0,Aditya,16.0,11th,80.0,84.0,99.0,74.31983805668017,Pune,98.0,67.0,428.0,85.6,B
246.0,Siya,15.0,10th,68.0,53.0,84.0,58.0,Pune,93.0,97.0,395.0,79.0,B
247.0,Aditya,15.493935309973045,11th,43.0,96.0,85.0,66.0,,71.0,85.0,380.0,76.0,B
248.0,Anika,16.0,12th,44.0,96.0,47.0,54.0,Chennai,71.0,41.0,299.0,59.8,D
249.0,Myra,15.0,10th,50.0,47.0,83.0,80.0,Mumbai,63.0,99.0,342.0,68.4,C
250.0,Anika,15.493935309973045,9th,0.0,47.0,94.0,89.0,Delhi,80.0,93.0,314.0,62.8,C
251.0,Vivaan,14.0,12th,90.0,66.0,94.0,87.0,Bangalore,91.0,82.0,423.0,84.6,B
