Student_ID,Name,Age,Class,Math,Science,English,Attendance,City,History,Computer,Total,Percentage,Grade
59.0,Vivaan,14.0,10th,72.0,78.0,42.0,61.0,Hyderabad,64,79,335.0,67.0,C
60.0,Rudra,15.0,9th,89.0,52.0,58.0,75.0,Hyderabad,99,58,356.0,71.2,C
61.0,Kabir,15.0,11th,77.0,0.0,49.0,86.0,Hyderabad,53,57,236.0,47.2,D
62.0,Myra,17.0,11th,66.0,71.0,67.0,97.0,Pune,89,40,333.0,66.6,C
63.0,Siya,15.0,10th,73.0,48.0,68.0,82.0,Delhi,97,53,339.0,67.8,C
64.0,Ananya,15.0,11th,54.0,79.0,54.0,77.0,Pune,48,90,325.0,65.0,C
65.0,Atharv,16.0,11th,71.0,59.0,74.0,58.0,Bangalore,65,86,355.0,71.0,C
66.0,Myra,16.0,10th,97.0,65.0,45.0,61.0,Delhi,92,89,388.0,77.6,B
67.0,Atharv,15.0,12th,60.0,66.0,51.0,54.0,,41,41,259.0,51.8,D
68.0,Siya,17.0,12th,85.0,60.0,86.0,77.0,Bangalore,59,93,383.0,76.6,B
69.0,Riya,16.0,11th,44.0,57.0,77.0,84.0,Hyderabad,67,67,312.0,62.4,C
70.0,Anika,14.0,,45.0,52.0,52.0,54.0,Delhi,86,88,323.0,64.6,C
71.0,Ananya,14.0,12th,77.0,55.0,68.0,83.0,Bangalore,99,89,388.0,77.6,B
72.0,Riya,14.0,11th,61.0,48.0,58.0,95.0,Chennai,46,69,282.0,56.4,D
73.0,Krishna,,12th,57.0,51.0,42.0,83.0,,83,77,310.0,62.0,C
74.0,Ananya,15.0,11th,53.0,83.0,47.0,62.0,Chennai,47,90,320.0,64.0,C
75.0,Riya,14.0,9th,49.0,77.0,47.0,88.0,Delhi,86,43,302.0,60.4,C
76.0,Aarav,17.0,10th,85.0,58.0,94.0,91.0,Pune,74,40,351.0,70.2,C
77.0,Ishaan,16.0,10th,52.0,99.0,97.0,94.0,Delhi,53,47,348.0,69.6,C
78.0,Krishna,15.0,12th,70.0,46.0,59.0,97.0,,56,68,299.0,59.8,D
79.0,Aarav,16.0,12th,69.0,96.0,86.0,63.0,Pune,75,94,420.0,84.0,B
80.0,Aanya,17.0,12th,42.0,74.0,43.0,60.0,Delhi,89,78,326.0,65.2,C
81.0,Atharv,14.0,10th,69.0,87.0,90.0,91.0,Bangalore,79,42,367.0,73.4,C
82.0,Diya,14.0,9th,45.0,57.0,60.0,,Mumbai,43,71,276.0,55.2,D
83.0,Ira,17.0,9th,68.0,55.0,42.0,53.0,Bangalore,41,49,255.0,51.0,D
84.0,Sara,14.0,10th,47.0,94.0,84.0,82.0,Bangalore,45,49,319.0,63.8,C
85.0,Atharv,15.0,9th,83.0,78.0,47.0,56.0,Hyderabad,93,58,359.0,71.8,C
86.0,Aditya,17.0,10th,84.0,43.0,62.0,90.0,Hyderabad,81,85,355.0,71.0,C
87.0,Aditya,16.0,9th,82.0,98.0,55.0,57.0,Bangalore,43,73,351.0,70.2,C
88.0,Aarav,17.0,,83.0,64.0,52.0,86.0,Chennai,93,99,391.0,78.2,B
89.0,Reyansh,15.0,11th,72.0,71.0,42.0,59.0,Pune,68,72,325.0,65.0,C
90.0,Rudra,15.0,10th,56.0,79.0,87.0,92.0,Hyderabad,57,62,341.0,68.2,C
91.0,,17.0,9th,87.0,52.0,0.0,64.0,Bangalore,65,94,298.0,59.6,D
92.0,Krishna,17.0,12th,50.0,84.0,99.0,87.0,Mumbai,83,67,383.0,76.6,B
93.0,Ishaan,14.0,9th,52.0,56.0,53.0,64.0,Chennai,73,71,305.0,61.0,C
,,15.0,11th,89.0,0.0,52.0,54.0,Delhi,49,89,279.0,55.8,D
95.0,Atharv,17.0,11th,50.0,76.0,92.0,78.0,Bangalore,75,46,339.0,67.8,C
96.0,Aanya,17.0,9th,70.0,45.0,96.0,68.0,Bangalore,53,68,332.0,66.4,C
97.0,Vivaan,15.0,9th,67.0,58.0,46.0,59.0,Pune,70,47,288.0,57.6,D
98.0,Aarav,17.0,12th,0.0,52.0,54.0,61.0,Chennai,87,40,233.0,46.6,D
99.0,Siya,14.0,12th,45.0,96.0,46.0,53.0,Hyderabad,54,96,337.0,67.4,C
100.0,Reyansh,15.0,9th,80.0,99.0,77.0,80.0,Hyderabad,47,94,397.0,79.4,B
101.0,Aditya,14.0,9th,55.0,0.0,73.0,67.0,Hyderabad,53,42,223.0,44.6,D
,Aanya,14.0,9th,43.0,53.0,80.0,65.0,Delhi,62,63,301.0,60.2,C
103.0,Atharv,14.0,9th,74.0,70.0,61.0,89.0,Chennai,99,62,366.0,73.2,C
104.0,Aditya,14.0,10th,99.0,93.0,63.0,85.0,Chennai,96,98,449.0,89.8,B
105.0,Aarav,15.0,9th,87.0,43.0,88.0,74.0,Hyderabad,79,47,344.0,68.8,C
106.0,Aditya,14.0,12th,95.0,99.0,76.0,72.0,Hyderabad,60,93,423.0,84.6,B
107.0,Reyansh,14.0,11th,98.0,78.0,83.0,61.0,Pune,55,96,410.0,82.0,B
108.0,Ananya,17.0,10th,65.0,47.0,40.0,83.0,Mumbai,84,86,322.0,64.4,C
109.0,Myra,15.0,9th,96.0,64.0,49.0,85.0,Mumbai,57,76,342.0,68.4,C
110.0,Aditya,15.0,11th,51.0,52.0,82.0,86.0,Bangalore,86,42,313.0,62.6,C
111.0,Aarav,16.0,10th,50.0,71.0,55.0,52.0,Bangalore,92,90,358.0,71.6,C
112.0,Reyansh,15.0,11th,76.0,98.0,85.0,58.0,Chennai,63,72,394.0,78.8,B
113.0,Myra,15.0,9th,64.0,77.0,47.0,67.0,Chennai,65,67,320.0,64.0,C
114.0,Ishaan,16.0,9th,57.0,77.0,95.0,92.0,Delhi,64,86,379.0,75.8,B
115.0,Krishna,15.0,12th,58.0,95.0,88.0,84.0,Delhi,99,47,387.0,77.4,B
116.0,Ananya,15.0,9th,62.0,67.0,64.0,83.0,Mumbai,99,73,365.0,73.0,C
117.0,Ananya,15.0,9th,94.0,92.0,89.0,90.0,Bangalore,99,74,448.0,89.6,B
118.0,Rudra,15.0,10th,77.0,69.0,51.0,63.0,Mumbai,84,71,352.0,70.4,C
119.0,Riya,16.0,12th,93.0,42.0,64.0,53.0,Mumbai,80,63,342.0,68.4,C
120.0,Ira,15.0,10th,57.0,67.0,56.0,78.0,Bangalore,68,53,301.0,60.2,C
121.0,Ishaan,15.0,11th,65.0,42.0,99.0,90.0,Delhi,54,71,331.0,66.2,C
122.0,Sara,16.0,9th,45.0,84.0,65.0,94.0,Pune,84,95,373.0,74.6,C
123.0,Prisha,17.0,11th,43.0,93.0,85.0,99.0,Pune,40,85,346.0,69.2,C
124.0,Kabir,14.0,,83.0,73.0,87.0,64.0,Pune,64,82,389.0,77.8,B
125.0,Reyansh,17.0,9th,90.0,55.0,53.0,77.0,Bangalore,46,55,299.0,59.8,D
126.0,Ishaan,16.0,,68.0,61.0,80.0,91.0,Hyderabad,48,43,300.0,60.0,C
127.0,Riya,14.0,10th,98.0,71.0,75.0,65.0,Hyderabad,63,91,398.0,79.6,B
128.0,Ananya,16.0,10th,73.0,77.0,96.0,61.0,Hyderabad,40,76,362.0,72.4,C
129.0,Diya,16.0,10th,56.0,47.0,62.0,54.0,Chennai,83,93,341.0,68.2,C
130.0,Kabir,15.0,10th,82.0,94.0,82.0,83.0,Delhi,47,60,365.0,73.0,C
131.0,Riya,14.0,10th,82.0,47.0,45.0,91.0,Delhi,63,53,290.0,58.0,D
132.0,Ishaan,15.0,9th,92.0,96.0,86.0,50.0,Chennai,50,70,394.0,78.8,B
133.0,Ira,14.0,10th,55.0,45.0,44.0,88.0,Mumbai,90,94,328.0,65.6,C
134.0,Vivaan,16.0,9th,41.0,53.0,82.0,81.0,,56,87,319.0,63.8,C
135.0,Rudra,16.0,9th,73.0,71.0,64.0,75.0,Hyderabad,47,57,312.0,62.4,C
136.0,Riya,17.0,10th,94.0,74.0,57.0,66.0,Pune,74,46,345.0,69.0,C
137.0,Arjun,14.0,10th,47.0,49.0,52.0,97.0,Hyderabad,74,49,271.0,54.2,D
138.0,Aanya,15.0,12th,52.0,42.0,82.0,76.0,Pune,72,46,294.0,58.8,D
139.0,Aanya,17.0,9th,81.0,98.0,53.0,73.0,Mumbai,98,72,402.0,80.4,B
,Prisha,17.0,10th,47.0,51.0,67.0,84.0,Pune,44,62,271.0,54.2,D
141.0,Diya,17.0,10th,0.0,88.0,57.0,95.0,Pune,81,60,286.0,57.2,D
142.0,Ishaan,15.0,10th,71.0,98.0,98.0,91.0,Bangalore,78,58,403.0,80.6,B
143.0,Aarav,17.0,12th,75.0,70.0,99.0,88.0,Pune,97,87,428.0,85.6,B
144.0,Aarav,15.0,12th,86.0,68.0,96.0,75.0,Bangalore,80,58,388.0,77.6,B
145.0,Prisha,17.0,11th,69.0,44.0,67.0,98.0,Delhi,67,75,322.0,64.4,C
146.0,Riya,15.0,9th,40.0,91.0,90.0,87.0,Chennai,46,68,335.0,67.0,C
147.0,Krishna,16.0,11th,82.0,64.0,0.0,72.0,Pune,48,99,293.0,58.6,D
148.0,Aditya,16.0,10th,78.0,80.0,0.0,71.0,Delhi,47,57,262.0,52.4,D
149.0,Ishaan,16.0,12th,56.0,70.0,71.0,53.0,Bangalore,51,41,289.0,57.8,D
150.0,Arjun,16.0,12th,98.0,60.0,86.0,98.0,Pune,73,40,357.0,71.4,C
151.0,Atharv,16.0,11th,59.0,0.0,48.0,58.0,Pune,72,86,265.0,53.0,D
,Krishna,17.0,12th,63.0,59.0,79.0,53.0,Mumbai,87,44,332.0,66.4,C
153.0,,17.0,10th,89.0,78.0,71.0,56.0,Delhi,94,59,391.0,78.2,B
154.0,Aarav,17.0,12th,61.0,61.0,0.0,72.0,Hyderabad,62,50,234.0,46.8,D
155.0,Ira,15.0,11th,68.0,43.0,67.0,51.0,Hyderabad,63,81,322.0,64.4,C
156.0,Rudra,15.0,10th,61.0,52.0,72.0,98.0,Mumbai,76,41,302.0,60.4,C
157.0,Aanya,15.0,11th,83.0,84.0,43.0,73.0,Bangalore,74,42,326.0,65.2,C
158.0,Ananya,15.0,12th,48.0,81.0,85.0,89.0,Hyderabad,83,62,359.0,71.8,C
159.0,Krishna,16.0,11th,76.0,89.0,96.0,80.0,Hyderabad,79,94,434.0,86.8,B
160.0,Prisha,16.0,11th,49.0,88.0,73.0,96.0,Chennai,61,51,322.0,64.4,C
161.0,Sara,16.0,9th,75.0,59.0,87.0,80.0,Delhi,66,59,346.0,69.2,C
162.0,Sara,14.0,12th,76.0,91.0,42.0,96.0,Bangalore,74,44,327.0,65.4,C
163.0,,17.0,12th,67.0,52.0,65.0,,Pune,40,76,300.0,60.0,C
164.0,,15.0,11th,67.0,56.0,47.0,97.0,,74,77,321.0,64.2,C
165.0,Ishaan,15.0,9th,81.0,93.0,45.0,,Bangalore,76,69,364.0,72.8,C
166.0,Vivaan,16.0,12th,82.0,75.0,55.0,83.0,Hyderabad,86,48,346.0,69.2,C
167.0,Aditya,15.0,10th,60.0,72.0,63.0,73.0,Chennai,53,73,321.0,64.2,C
168.0,Sara,15.0,11th,63.0,40.0,87.0,98.0,Delhi,42,92,324.0,64.8,C
169.0,Reyansh,17.0,12th,81.0,54.0,0.0,75.0,Hyderabad,40,83,258.0,51.6,D
170.0,Sara,,10th,0.0,52.0,69.0,65.0,Bangalore,44,74,239.0,47.8,D
171.0,Sara,17.0,,79.0,56.0,84.0,96.0,Delhi,65,91,375.0,75.0,B
172.0,Sara,14.0,10th,41.0,63.0,52.0,62.0,Pune,94,97,347.0,69.4,C
173.0,Vivaan,14.0,11th,94.0,97.0,44.0,64.0,Delhi,53,61,349.0,69.8,C
174.0,Vivaan,14.0,12th,47.0,47.0,64.0,76.0,Hyderabad,78,83,319.0,63.8,C
175.0,Reyansh,16.0,12th,87.0,89.0,59.0,53.0,Delhi,66,63,364.0,72.8,C
176.0,Aarav,15.0,9th,66.0,66.0,93.0,65.0,Pune,48,56,329.0,65.8,C
,Aarav,16.0,11th,61.0,84.0,57.0,79.0,Chennai,54,49,305.0,61.0,C
178.0,Ira,16.0,10th,76.0,62.0,86.0,93.0,Chennai,54,69,347.0,69.4,C
179.0,Vivaan,15.0,12th,66.0,85.0,57.0,79.0,Hyderabad,65,95,368.0,73.6,C
180.0,Aanya,17.0,12th,96.0,47.0,41.0,85.0,Bangalore,81,98,363.0,72.6,C
181.0,Arjun,14.0,10th,68.0,47.0,49.0,52.0,Hyderabad,99,85,348.0,69.6,C
182.0,Kabir,17.0,,42.0,98.0,94.0,71.0,Chennai,52,62,348.0,69.6,C
183.0,Diya,14.0,9th,83.0,65.0,84.0,98.0,,90,71,393.0,78.6,B
184.0,Sara,16.0,9th,52.0,86.0,89.0,71.0,Mumbai,71,56,354.0,70.8,C
185.0,Arjun,14.0,12th,84.0,98.0,86.0,99.0,Delhi,78,89,435.0,87.0,B
186.0,Reyansh,16.0,10th,49.0,52.0,51.0,99.0,Pune,88,90,330.0,66.0,C
187.0,Prisha,17.0,12th,75.0,78.0,86.0,98.0,Delhi,91,56,386.0,77.2,B
188.0,Vivaan,16.0,10th,48.0,76.0,52.0,61.0,Mumbai,71,53,300.0,60.0,C
189.0,Arjun,17.0,9th,93.0,88.0,89.0,,Chennai,43,48,361.0,72.2,C
190.0,Diya,15.0,11th,95.0,67.0,86.0,53.0,,69,79,396.0,79.2,B
191.0,Siya,15.0,10th,94.0,64.0,96.0,80.0,Hyderabad,76,41,371.0,74.2,C
192.0,Siya,15.0,9th,66.0,55.0,94.0,93.0,Pune,62,84,361.0,72.2,C
193.0,Aarav,16.0,12th,73.0,0.0,50.0,80.0,Hyderabad,78,64,265.0,53.0,D
194.0,Krishna,15.0,10th,90.0,41.0,58.0,72.0,Pune,84,78,351.0,70.2,C
195.0,Arjun,14.0,11th,40.0,93.0,74.0,69.0,Chennai,54,48,309.0,61.8,C
196.0,Siya,17.0,,71.0,57.0,78.0,64.0,Delhi,82,93,381.0,76.2,B
197.0,Aditya,17.0,,64.0,56.0,92.0,72.0,Pune,68,61,341.0,68.2,C
198.0,Prisha,14.0,9th,68.0,69.0,65.0,77.0,Hyderabad,75,82,359.0,71.8,C
199.0,Kabir,16.0,10th,46.0,78.0,85.0,65.0,Delhi,52,85,346.0,69.2,C
200.0,Ira,16.0,12th,88.0,52.0,53.0,86.0,Delhi,71,43,307.0,61.4,C
201.0,Aditya,17.0,11th,0.0,71.0,93.0,70.0,Hyderabad,46,65,275.0,55.0,D
202.0,Ira,15.0,10th,59.0,89.0,84.0,64.0,Mumbai,98,97,427.0,85.4,B
203.0,Prisha,16.0,11th,59.0,68.0,83.0,66.0,Pune,90,68,368.0,73.6,C
204.0,Ishaan,16.0,12th,92.0,85.0,63.0,99.0,Hyderabad,61,84,385.0,77.0,B
205.0,Prisha,14.0,11th,69.0,69.0,80.0,86.0,Chennai,67,73,358.0,71.6,C
206.0,Krishna,14.0,9th,74.0,57.0,40.0,62.0,Bangalore,41,62,274.0,54.8,D
207.0,Aarav,15.0,11th,74.0,52.0,90.0,68.0,Hyderabad,81,76,373.0,74.6,C
208.0,Atharv,16.0,10th,88.0,82.0,82.0,79.0,Delhi,84,50,386.0,77.2,B
209.0,Ishaan,16.0,11th,78.0,60.0,94.0,94.0,Delhi,96,45,373.0,74.6,C
210.0,Anika,14.0,11th,66.0,69.0,61.0,67.0,Hyderabad,92,57,345.0,69.0,C
211.0,Atharv,16.0,9th,65.0,60.0,62.0,63.0,Bangalore,45,60,292.0,58.4,D
212.0,Aarav,17.0,11th,53.0,87.0,95.0,85.0,Hyderabad,67,81,383.0,76.6,B
213.0,Diya,14.0,11th,56.0,94.0,93.0,85.0,Bangalore,67,75,385.0,77.0,B
214.0,Anika,15.0,12th,57.0,56.0,58.0,69.0,Bangalore,83,80,334.0,66.8,C
215.0,Rudra,14.0,12th,84.0,79.0,57.0,68.0,Chennai,83,77,380.0,76.0,B
216.0,Aditya,16.0,10th,91.0,58.0,51.0,94.0,Pune,59,73,332.0,66.4,C
217.0,Ishaan,15.0,12th,68.0,91.0,94.0,93.0,Delhi,69,56,378.0,75.6,B
218.0,Siya,14.0,12th,59.0,54.0,67.0,56.0,Delhi,50,76,306.0,61.2,C
219.0,Siya,17.0,12th,92.0,48.0,67.0,93.0,Bangalore,97,64,368.0,73.6,C
220.0,Prisha,17.0,12th,66.0,91.0,99.0,53.0,Delhi,94,77,427.0,85.4,B
221.0,Sara,14.0,9th,57.0,49.0,98.0,83.0,Mumbai,67,97,368.0,73.6,C
222.0,Vivaan,17.0,12th,43.0,83.0,72.0,51.0,Bangalore,64,51,313.0,62.6,C
223.0,Aarav,17.0,9th,40.0,70.0,58.0,54.0,Delhi,78,62,308.0,61.6,C
224.0,Siya,17.0,9th,89.0,92.0,67.0,59.0,Mumbai,72,92,412.0,82.4,B
225.0,Aanya,15.0,12th,40.0,62.0,98.0,81.0,Chennai,40,81,321.0,64.2,C
226.0,Reyansh,17.0,11th,97.0,91.0,91.0,91.0,Delhi,96,61,436.0,87.2,B
227.0,Reyansh,17.0,9th,65.0,69.0,88.0,90.0,Mumbai,66,60,348.0,69.6,C
228.0,Krishna,17.0,11th,84.0,72.0,76.0,62.0,Hyderabad,96,66,394.0,78.8,B
229.0,Krishna,15.0,11th,59.0,96.0,65.0,88.0,Pune,91,96,407.0,81.4,B
230.0,Aditya,14.0,12th,91.0,91.0,74.0,54.0,Hyderabad,52,70,378.0,75.6,B
231.0,Ira,16.0,10th,62.0,48.0,0.0,59.0,Mumbai,80,45,235.0,47.0,D
232.0,Siya,17.0,12th,49.0,93.0,74.0,59.0,Bangalore,42,66,324.0,64.8,C
233.0,Siya,14.0,10th,98.0,86.0,79.0,87.0,Bangalore,78,79,420.0,84.0,B
234.0,Aditya,17.0,10th,50.0,40.0,55.0,76.0,Delhi,45,73,263.0,52.6,D
235.0,Prisha,15.0,12th,80.0,83.0,77.0,70.0,Hyderabad,47,51,338.0,67.6,C
236.0,Aarav,,12th,80.0,74.0,0.0,57.0,Bangalore,66,84,304.0,60.8,C
237.0,Prisha,15.0,10th,44.0,50.0,62.0,50.0,Bangalore,48,96,300.0,60.0,C
238.0,Diya,17.0,12th,97.0,73.0,99.0,77.0,Hyderabad,76,92,437.0,87.4,B
239.0,Sara,17.0,10th,40.0,55.0,93.0,98.0,Chennai,72,46,306.0,61.2,C
240.0,Atharv,15.0,11th,56.0,48.0,61.0,88.0,Bangalore,90,49,304.0,60.8,C
241.0,Kabir,16.0,12th,61.0,71.0,55.0,63.0,Pune,81,84,352.0,70.4,C
242.0,Arjun,15.0,11th,73.0,54.0,67.0,70.0,Mumbai,83,56,333.0,66.6,C
243.0,Atharv,17.0,9th,95.0,51.0,87.0,79.0,Delhi,63,65,361.0,72.2,C
244.0,Prisha,15.0,11th,84.0,72.0,74.0,70.0,Bangalore,54,60,344.0,68.8,C
245.0,Aditya,16.0,11th,80.0,84.0,99.0,,Pune,98,67,428.0,85.6,B
246.0,Siya,15.0,10th,68.0,53.0,84.0,58.0,Pune,93,97,395.0,79.0,B
247.0,Aditya,,11th,43.0,96.0,85.0,66.0,,71,85,380.0,76.0,B
248.0,Anika,16.0,12th,44.0,96.0,47.0,54.0,Chennai,71,41,299.0,59.8,D
249.0,Myra,15.0,10th,50.0,47.0,83.0,80.0,Mumbai,63,99,342.0,68.4,C
250.0,Anika,,9th,0.0,47.0,94.0,89.0,Delhi,80,93,314.0,62.8,C
251.0,Vivaan,14.0,12th,90.0,66.0,94.0,87.0,Bangalore,91,82,423.0,84.6,B
252.0,Aditya,17.0,9th,60.0,51.0,61.0,92.0,Delhi,88,40,300.0,60.0,C
253.0,Siya,16.0,11th,74.0,40.0,60.0,,Hyderabad,88,90,352.0,70.4,C
254.0,Krishna,14.0,12th,51.0,82.0,65.0,85.0,Pune,97,92,387.0,77.4,B
255.0,Kabir,15.0,12th,65.0,79.0,79.0,99.0,Pune,91,75,389.0,77.8,B
256.0,Aarav,17.0,9th,90.0,81.0,60.0,82.0,Bangalore,51,90,372.0,74.4,C
257.0,Kabir,14.0,,58.0,90.0,64.0,62.0,Bangalore,78,65,355.0,71.0,C
258.0,Aarav,16.0,12th,84.0,50.0,80.0,63.0,Hyderabad,41,68,323.0,64.6,C
259.0,Myra,,12th,99.0,78.0,40.0,82.0,Chennai,42,60,319.0,63.8,C
260.0,Siya,16.0,11th,46.0,82.0,45.0,78.0,Bangalore,88,50,311.0,62.2,C
261.0,Prisha,15.0,9th,86.0,70.0,62.0,92.0,Pune,76,79,373.0,74.6,C
262.0,Atharv,17.0,12th,94.0,56.0,90.0,98.0,Delhi,88,50,378.0,75.6,B
263.0,Ishaan,17.0,10th,46.0,0.0,62.0,85.0,Mumbai,95,75,278.0,55.6,D
264.0,Aditya,17.0,10th,65.0,71.0,82.0,93.0,Delhi,56,88,362.0,72.4,C
265.0,Sara,15.0,10th,79.0,97.0,82.0,59.0,Chennai,98,98,454.0,90.8,A
266.0,Aarav,16.0,10th,44.0,68.0,62.0,80.0,Mumbai,88,78,340.0,68.0,C
267.0,Siya,15.0,11th,60.0,60.0,71.0,55.0,Delhi,41,79,311.0,62.2,C
268.0,Aanya,17.0,12th,53.0,60.0,69.0,50.0,Delhi,41,74,297.0,59.4,D
269.0,Ira,15.0,9th,43.0,79.0,52.0,56.0,Hyderabad,67,93,334.0,66.8,C
270.0,Myra,,12th,62.0,62.0,82.0,76.0,Chennai,93,73,372.0,74.4,C
271.0,Arjun,15.0,11th,81.0,95.0,57.0,,Pune,62,94,389.0,77.8,B
272.0,Arjun,16.0,10th,59.0,45.0,62.0,77.0,Hyderabad,76,86,328.0,65.6,C
273.0,Riya,14.0,11th,54.0,61.0,54.0,65.0,Mumbai,71,63,303.0,60.6,C
274.0,Ira,14.0,12th,89.0,89.0,72.0,95.0,Pune,72,93,415.0,83.0,B
